,nof_selected_features,nof_samples,min_test_error_0,min_test_error_1,min_test_error_2,min_test_error_3,min_test_error_4,min_test_error_5,min_test_error_6,min_test_error_7,min_test_error_8,min_test_error_9
132,130,140,0.11428571428571428,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.2,0.17142857142857143,0.14285714285714285,0.08571428571428572,0.11428571428571428
133,140,140,0.05714285714285714,0.11428571428571428,0.08571428571428572,0.02857142857142857,0.11428571428571428,0.17142857142857143,0.14285714285714285,0.17142857142857143,0.02857142857142857,0.08571428571428572
134,150,140,0.11428571428571428,0.05714285714285714,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.14285714285714285,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.08571428571428572
135,160,140,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.14285714285714285,0.08571428571428572,0.05714285714285714,0.11428571428571428,0.02857142857142857,0.17142857142857143,0.02857142857142857
136,170,140,0.08571428571428572,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.08571428571428572,0.17142857142857143,0.17142857142857143,0.08571428571428572
137,180,140,0.11428571428571428,0.2,0.14285714285714285,0.11428571428571428,0.2,0.11428571428571428,0.14285714285714285,0.05714285714285714,0.11428571428571428,0.05714285714285714
138,190,140,0.02857142857142857,0.11428571428571428,0.05714285714285714,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.11428571428571428,0.05714285714285714,0.05714285714285714
139,200,140,0.08571428571428572,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.14285714285714285,0.08571428571428572,0.05714285714285714,0.08571428571428572,0.08571428571428572
140,10,160,0.075,0.15,0.15,0.1,0.05,0.1,0.1,0.075,0.1,0.05
141,20,160,0.125,0.1,0.1,0.025,0.05,0.025,0.075,0.15,0.125,0.05
142,30,160,0.125,0.175,0.1,0.15,0.125,0.1,0.225,0.125,0.1,0.125
143,40,160,0.225,0.15,0.075,0.0,0.125,0.1,0.15,0.1,0.1,0.075
144,50,160,0.125,0.15,0.125,0.075,0.025,0.05,0.075,0.075,0.1,0.1
145,60,160,0.1,0.175,0.1,0.2,0.1,0.15,0.175,0.05,0.075,0.15
146,70,160,0.125,0.075,0.025,0.15,0.1,0.075,0.125,0.075,0.1,0.15
147,80,160,0.15,0.075,0.125,0.1,0.075,0.1,0.175,0.05,0.075,0.125
148,90,160,0.05,0.175,0.025,0.05,0.025,0.1,0.1,0.2,0.175,0.2
149,100,160,0.075,0.125,0.175,0.075,0.15,0.05,0.025,0.075,0.175,0.05
150,110,160,0.1,0.075,0.05,0.15,0.175,0.1,0.075,0.05,0.1,0.125
151,120,160,0.05,0.05,0.1,0.125,0.1,0.15,0.1,0.125,0.025,0.05
152,130,160,0.1,0.1,0.1,0.125,0.125,0.075,0.125,0.05,0.125,0.075
153,140,160,0.1,0.075,0.125,0.1,0.075,0.1,0.025,0.125,0.05,0.075
154,150,160,0.125,0.05,0.05,0.05,0.225,0.125,0.1,0.1,0.175,0.075
155,160,160,0.1,0.05,0.05,0.1,0.1,0.125,0.075,0.1,0.075,0.1
156,170,160,0.125,0.025,0.125,0.025,0.15,0.2,0.025,0.15,0.1,0.15
157,180,160,0.075,0.075,0.05,0.125,0.175,0.075,0.175,0.05,0.125,0.1
158,190,160,0.175,0.025,0.225,0.075,0.1,0.05,0.175,0.15,0.1,0.1
159,200,160,0.125,0.1,0.075,0.1,0.15,0.1,0.05,0.15,0.15,0.025
160,10,180,0.08888888888888889,0.08888888888888889,0.13333333333333333,0.17777777777777778,0.08888888888888889,0.1111111111111111,0.15555555555555556,0.15555555555555556,0.044444444444444446,0.06666666666666667
161,20,180,0.13333333333333333,0.1111111111111111,0.1111111111111111,0.044444444444444446,0.13333333333333333,0.08888888888888889,0.044444444444444446,0.13333333333333333,0.06666666666666667,0.1111111111111111
162,30,180,0.022222222222222223,0.13333333333333333,0.15555555555555556,0.15555555555555556,0.1111111111111111,0.13333333333333333,0.17777777777777778,0.08888888888888889,0.1111111111111111,0.13333333333333333
163,40,180,0.044444444444444446,0.0,0.06666666666666667,0.06666666666666667,0.1111111111111111,0.1111111111111111,0.13333333333333333,0.08888888888888889,0.06666666666666667,0.13333333333333333
164,50,180,0.1111111111111111,0.08888888888888889,0.17777777777777778,0.15555555555555556,0.08888888888888889,0.06666666666666667,0.1111111111111111,0.08888888888888889,0.2,0.06666666666666667
165,60,180,0.1111111111111111,0.06666666666666667,0.044444444444444446,0.06666666666666667,0.044444444444444446,0.13333333333333333,0.044444444444444446,0.08888888888888889,0.08888888888888889,0.08888888888888889
166,70,180,0.08888888888888889,0.044444444444444446,0.06666666666666667,0.1111111111111111,0.0,0.044444444444444446,0.08888888888888889,0.044444444444444446,0.044444444444444446,0.1111111111111111
167,80,180,0.022222222222222223,0.13333333333333333,0.022222222222222223,0.06666666666666667,0.1111111111111111,0.044444444444444446,0.044444444444444446,0.08888888888888889,0.15555555555555556,0.08888888888888889
168,90,180,0.044444444444444446,0.15555555555555556,0.022222222222222223,0.1111111111111111,0.0,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.06666666666666667,0.08888888888888889
169,100,180,0.17777777777777778,0.022222222222222223,0.08888888888888889,0.022222222222222223,0.044444444444444446,0.08888888888888889,0.15555555555555556,0.06666666666666667,0.044444444444444446,0.08888888888888889
170,110,180,0.06666666666666667,0.022222222222222223,0.1111111111111111,0.1111111111111111,0.044444444444444446,0.13333333333333333,0.044444444444444446,0.08888888888888889,0.06666666666666667,0.08888888888888889
171,120,180,0.022222222222222223,0.044444444444444446,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.06666666666666667,0.1111111111111111,0.06666666666666667,0.1111111111111111,0.2
172,130,180,0.08888888888888889,0.06666666666666667,0.08888888888888889,0.1111111111111111,0.022222222222222223,0.06666666666666667,0.15555555555555556,0.1111111111111111,0.044444444444444446,0.06666666666666667
173,140,180,0.06666666666666667,0.1111111111111111,0.022222222222222223,0.17777777777777778,0.1111111111111111,0.15555555555555556,0.08888888888888889,0.13333333333333333,0.08888888888888889,0.06666666666666667
174,150,180,0.044444444444444446,0.13333333333333333,0.022222222222222223,0.08888888888888889,0.08888888888888889,0.022222222222222223,0.044444444444444446,0.08888888888888889,0.06666666666666667,0.08888888888888889
175,160,180,0.022222222222222223,0.08888888888888889,0.0,0.022222222222222223,0.08888888888888889,0.1111111111111111,0.08888888888888889,0.022222222222222223,0.044444444444444446,0.13333333333333333
176,170,180,0.06666666666666667,0.13333333333333333,0.044444444444444446,0.1111111111111111,0.08888888888888889,0.044444444444444446,0.06666666666666667,0.0,0.1111111111111111,0.06666666666666667
177,180,180,0.044444444444444446,0.06666666666666667,0.044444444444444446,0.044444444444444446,0.08888888888888889,0.13333333333333333,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.022222222222222223
178,190,180,0.06666666666666667,0.022222222222222223,0.06666666666666667,0.06666666666666667,0.08888888888888889,0.08888888888888889,0.13333333333333333,0.1111111111111111,0.06666666666666667,0.022222222222222223
179,200,180,0.15555555555555556,0.044444444444444446,0.08888888888888889,0.044444444444444446,0.06666666666666667,0.08888888888888889,0.06666666666666667,0.044444444444444446,0.13333333333333333,0.06666666666666667
180,10,200,0.08,0.14,0.12,0.06,0.12,0.16,0.12,0.14,0.02,0.14
181,20,200,0.06,0.06,0.08,0.08,0.1,0.08,0.06,0.1,0.08,0.1
182,30,200,0.08,0.08,0.1,0.08,0.06,0.06,0.12,0.12,0.14,0.14
183,40,200,0.12,0.08,0.1,0.04,0.06,0.16,0.06,0.12,0.06,0.14
184,50,200,0.04,0.16,0.12,0.04,0.04,0.12,0.14,0.16,0.14,0.14
185,60,200,0.14,0.12,0.2,0.14,0.08,0.04,0.12,0.04,0.08,0.1
186,70,200,0.1,0.1,0.12,0.06,0.12,0.12,0.02,0.12,0.14,0.16
187,80,200,0.12,0.08,0.16,0.08,0.04,0.14,0.04,0.08,0.04,0.1
188,90,200,0.12,0.06,0.08,0.04,0.18,0.14,0.1,0.1,0.12,0.06
189,100,200,0.06,0.08,0.08,0.06,0.06,0.1,0.08,0.08,0.1,0.1
190,110,200,0.14,0.06,0.1,0.06,0.06,0.04,0.1,0.04,0.1,0.06
191,120,200,0.04,0.08,0.08,0.12,0.1,0.1,0.12,0.14,0.06,0.06
192,130,200,0.08,0.1,0.16,0.06,0.06,0.02,0.1,0.04,0.12,0.12
193,140,200,0.1,0.12,0.06,0.1,0.16,0.06,0.08,0.1,0.06,0.1
194,150,200,0.12,0.14,0.1,0.04,0.14,0.12,0.1,0.14,0.18,0.06
195,160,200,0.06,0.02,0.06,0.0,0.08,0.06,0.06,0.04,0.1,0.14
196,170,200,0.06,0.08,0.06,0.08,0.08,0.1,0.12,0.02,0.06,0.16
197,180,200,0.04,0.12,0.02,0.04,0.12,0.12,0.06,0.06,0.06,0.16
198,190,200,0.08,0.14,0.12,0.04,0.06,0.14,0.06,0.06,0.1,0.08
199,200,200,0.04,0.1,0.08,0.06,0.04,0.04,0.08,0.08,0.08,0.12
200,10,220,0.10909090909090909,0.14545454545454545,0.07272727272727272,0.10909090909090909,0.09090909090909091,0.18181818181818182,0.10909090909090909,0.12727272727272726,0.14545454545454545,0.05454545454545454
201,20,220,0.09090909090909091,0.14545454545454545,0.14545454545454545,0.10909090909090909,0.12727272727272726,0.07272727272727272,0.12727272727272726,0.05454545454545454,0.09090909090909091,0.10909090909090909
202,30,220,0.07272727272727272,0.07272727272727272,0.09090909090909091,0.03636363636363636,0.07272727272727272,0.09090909090909091,0.03636363636363636,0.03636363636363636,0.10909090909090909,0.05454545454545454
203,40,220,0.07272727272727272,0.09090909090909091,0.03636363636363636,0.05454545454545454,0.07272727272727272,0.12727272727272726,0.12727272727272726,0.09090909090909091,0.09090909090909091,0.12727272727272726
204,50,220,0.12727272727272726,0.10909090909090909,0.07272727272727272,0.01818181818181818,0.10909090909090909,0.12727272727272726,0.05454545454545454,0.09090909090909091,0.07272727272727272,0.09090909090909091
205,60,220,0.07272727272727272,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.10909090909090909,0.10909090909090909,0.05454545454545454,0.14545454545454545,0.07272727272727272,0.09090909090909091
206,70,220,0.09090909090909091,0.07272727272727272,0.07272727272727272,0.09090909090909091,0.03636363636363636,0.05454545454545454,0.12727272727272726,0.16363636363636364,0.14545454545454545,0.07272727272727272
207,80,220,0.07272727272727272,0.05454545454545454,0.09090909090909091,0.12727272727272726,0.14545454545454545,0.07272727272727272,0.12727272727272726,0.05454545454545454,0.14545454545454545,0.10909090909090909
208,90,220,0.07272727272727272,0.12727272727272726,0.07272727272727272,0.10909090909090909,0.10909090909090909,0.05454545454545454,0.09090909090909091,0.09090909090909091,0.05454545454545454,0.07272727272727272
