,nof_selected_features,nof_samples,min_test_error_0,min_test_error_1,min_test_error_2,min_test_error_3,min_test_error_4,min_test_error_5,min_test_error_6,min_test_error_7,min_test_error_8,min_test_error_9
0,10,20,0.4,0.8,0.4,0.2,0.4,0.6,0.4,0.8,0.2,0.4
1,20,20,0.0,0.4,0.8,0.2,0.8,0.4,0.6,0.0,0.4,0.4
2,30,20,0.2,0.4,0.4,0.2,0.4,0.4,0.4,0.6,0.4,0.2
3,40,20,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.4,0.2,0.8
4,50,20,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.2,0.0,0.4
5,60,20,0.4,0.4,0.0,0.0,0.4,0.0,0.4,0.0,0.2,0.0
6,70,20,0.8,0.2,0.4,0.2,0.0,0.4,0.2,0.0,0.2,0.2
7,80,20,0.6,0.2,0.2,0.2,0.0,0.4,0.2,0.0,0.4,0.8
8,90,20,0.2,0.4,0.4,0.6,0.4,0.4,0.2,0.2,0.4,0.6
9,100,20,0.2,0.4,0.0,0.2,0.2,0.2,0.4,0.0,0.2,0.0
10,110,20,0.4,0.0,0.0,0.2,0.8,0.0,0.2,0.4,0.0,0.4
11,120,20,0.4,0.2,0.4,0.0,0.6,0.2,0.8,0.0,0.0,0.4
12,130,20,0.0,0.2,0.0,0.4,0.4,0.2,0.0,0.0,0.2,0.4
13,140,20,0.2,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.6
